Product,,Reviewer_Name,Reviewer_Location,Review,Review_Date,Review_Time,Rating,good_review,cleaned_reviews,neg,neu,pos,compound,day_of_week,review_hour
Ocean Sand Art,249,The Green Family,"Mission Viejo, CA","I'm so happy that I splurged on this large sand art for myself and my family. It looks beautiful in our living room, is mesmerizing to watch, and produces gorgeous ever-changing sand landscapes. It does seem like it will require periodic adjustments (adding air and / or water) to keep it at the optimal levels, but detailed instructions and tools are provided.",2020-06-23,15:33:46,5.0,1,i'm happy splurge large sand art family look beautiful living room mesmerize watch produce gorgeous ever-changing sand landscape seem like require periodic adjustment add air water keep optimal level detail instruction tool provide,0.0,0.628,0.372,0.9485,1,15
Personalized Family Member Signpost,250,Fun Nana,"Racine, WI","Chris Crooks does lovely work, everything was exactly as ordered, assembly was easy with clear instructions, and I love the weathered look of the whole piece. Nothing kitschy about this! It's well made, creatively designed, and user friendly.",2020-06-08,22:21:56,5.0,1,chris crook lovely work everything exactly order assembly easy clear instruction love weather look whole piece nothing kitschy well make creatively design user friendly,0.048,0.447,0.505,0.9544,0,22
Personalized Family Member Signpost,251,Telluride,"Boalsburg, PA","Within 5 minutes of my parents posting a picture of their new sign, they had 40 likes and everyone wanted to know where they got it!
We love that they can add or change the places when we move...which happens often.
They are so happy with the product and the creativity.",2020-06-10,00:35:52,5.0,1,"within minute parent post picture new sign like everyone want know get it!
we love add change place move...which happen often.
they happy product creativity",0.0,0.578,0.422,0.9273,2,0
Personalized Family Member Signpost,252,Yoni,"Lake Mohawk, NJ",Just a fun addition to my garden. My family loves it as much as I do.,2020-06-30,11:39:37,5.0,1,fun addition garden family love much,0.0,0.348,0.652,0.8176,1,11
Personalized Family Member Signpost,253,Jamie,Dandridge TN,"We are a nomadic family so I needed to make a slight adjustment so that the arrow with my name would spin in the wind, but it came out SO COOL! My parents cried when they opened it.  My uncle is a metal worker so I initially asked him to make this and he told me that after materials and cutting out the letters, it would have been way more expensive than buying it on here, and he was incredibly impressed by the quality as well!",2020-07-04,12:30:33,5.0,1,nomadic family need make slight adjustment arrow name would spin wind come cool parent cry opened uncle metal worker initially ask make told material cut letter would way expensive buying incredibly impressed quality well,0.123,0.686,0.191,0.4323,5,12
Personalized Family Member Signpost,254,Rats,"Cincinnati, Ohio",This sits just off of the patio where we often sit. It is a perfect reminder of our children since they no longer live with us.,2020-07-04,15:53:15,4.9,1,sits patio often sit perfect reminder child since long live,0.0,0.709,0.291,0.5719,5,15
Personalized Family Member Signpost,255,Neneculler,Winston-Salem N,Looks so good on our deck. Everyone loves it!,2020-07-11,22:15:26,5.0,1,looks good deck everyone love,0.0,0.297,0.703,0.7964,5,22
Personalized Family Member Signpost,256,Diane,San Diego,My father set it up immediately. It is a discussion piece for all who visit. He loves talking about his kids and we each live out of state,2020-07-16,13:57:39,4.9,1,father set immediately discussion piece visit love talk kid live state,0.0,0.704,0.296,0.6369,3,13
Personalized Family Member Signpost,257,AMC,"Madison, MS",We put it up in the garden at our family farm house. Everyone who pulls in and sees it immediately and loves it. They'll ask where we got it from.,2020-07-21,14:46:00,4.8,1,put garden family farm house everyone pull see immediately love they'll ask get,0.0,0.741,0.259,0.6369,1,14
Personalized Family Member Signpost,258,Katie,"New York, NY",My dad loved loved loved it! It's perfect for his backyard. He even put a spotlight in front of it.,2020-08-03,04:02:52,4.9,1,dad love love loved perfect backyard even put spotlight front,0.0,0.273,0.727,0.9517,0,4
Personalized Family Member Signpost,259,Cheri,"Alexandria, VA",This is a great addition to the front of our home!  Lots of positive comments from neighbors and friends!  It was definitely worth the purchase price!,2020-07-30,13:03:06,5.0,1,great addition front home lot positive comment neighbor friend definitely worth purchase price,0.0,0.34,0.66,0.9382,3,13
Personalized Family Mugs,260,drmrsthemonarch,"Houston, TX",THESE. MUGS. ROCKED THEIR WORLD! So fun & wildly spirited!,2020-07-17,11:50:24,4.8,1,mug rock world fun wildly spirit,0.0,0.444,0.556,0.6124,4,11
Personalized Family Mugs,261,ASH SF,SF CA,"Received a set of four personalized mugs as a Christmas gift.  Very cute and thoughtful.  Unfortunately one of the mugs broke the instant we used it - poured hot water into it and it cracked in half. A second one we used at the same time held up better,.  Have not dared use them again in case they crack with the hot beverage",2020-02-25,05:14:30,5.0,1,receive set four personalized mug christmas gift cute thoughtful unfortunately one mug break instant use poured hot water crack half second one used time hold well dare use case crack hot beverage,0.06,0.675,0.265,0.802,1,5
Personalized Family Mugs,262,Steph,"Bay Area, CA",It's awesome my sister loves it!,2020-03-07,10:06:40,5.0,1,awesome sister love,0.0,0.108,0.892,0.8519,5,10
Personalized Family Mugs,263,Leanne,"Pensacola, FL",My employees really appreciated the thoughtfulness and customization. Coffee cups are perfect for the office.,2020-03-24,15:50:49,5.0,1,employee really appreciate thoughtfulness customization coffee cup perfect office,0.0,0.378,0.622,0.8712,1,15
Personalized Family Mugs,264,Sister's mums gift,New Jersey,My sister and her family love the mugs and used them immediately for hot cocoa,2020-05-09,13:26:06,5.0,1,sister family love mug use immediately hot cocoa,0.0,0.625,0.375,0.6369,5,13
Personalized Family Mugs,265,KB,Indiana,"Anyone can use this mug for coffee, hot chocolate, soup etc.",2020-05-15,12:36:16,4.7,1,anyone use mug coffee hot chocolate soup etc,0.0,1.0,0.0,0.0,4,12
Personalized Family Mugs,266,AmyCate,"McLean, VA","Super fun mugs that make the recipient feel seen, loved, and celebrated.  Great gift!",2020-05-15,12:55:56,4.9,1,super fun mug make recipient feel see love celebrated great gift,0.0,0.185,0.815,0.9723,4,12
Personalized Family Mugs,267,goldenrunner,Colorado,"I bought this as a 9th anniversary gift for my husband since the theme is ""pottery"". I got a mug with each of our characters on it, and since we just had our first baby I also got a third mug with an infant on it, which turned out to be the cutest thing ever!! Now we both want the mug with the baby on it in the mornings, lol. The artwork is unique, tasteful, and well printed. I love everything about these! 

#sweepstakes",2020-06-18,14:30:03,4.5,1,"buy anniversary gift husband since theme pottery get mug character since first baby also get third mug infant turn cut thing ever want mug baby morning lol artwork unique tasteful well print love everything 

#sweepstakes",0.047,0.653,0.3,0.8807,3,14
Personalized Family Mugs,268,Jenny,"Chapel Hill, NC","I love the mug.  That said, I would not mind if it were a thinner-walled ceramic and even more if there were not a handle.  My purchase came broken in the box and I had to request a replacement but I don't blame that on the mug, rather the shipper.",2020-07-08,19:01:47,4.7,1,love mug say would mind thinner-walled ceramic even handle purchase come broken box request replacement blame mug rather shipper,0.214,0.623,0.163,-0.0772,2,19
Personalized Family Mugs,269,Malamar,Burbank,This just turned out wonderfully.  What a fantastic gift!  So adorable.,2020-07-11,00:38:04,4.4,1,turn wonderfully fantastic gift adorable,0.0,0.068,0.932,0.9274,5,0
Personalized Family Print,270,Serious Shopper,"Mineral Wells, West Virginia",Meaningful and lasting.,2020-07-22,03:16:16,4.8,1,meaningful lasting,0.0,0.303,0.697,0.3182,2,3
Personalized Family Print,271,Keke,Kansas city,Looks great on the wall,2020-05-22,12:37:31,5.0,1,look great wall,0.0,0.328,0.672,0.6249,4,12
Personalized Family Print,272,Joe,"Glen Burnie, MD",Picture and frame are quality made but the picture was slightly crooked in the frame.,2020-05-22,13:23:33,5.0,1,picture frame quality make picture slightly crook frame,0.0,1.0,0.0,0.0,4,13
Personalized Family Print,273,MD Drawing,"Richmond, VA",This was a lovely and unique gift that was a big Mothers' Day hit.,2020-05-26,10:26:22,5.0,1,lovely unique gift big mother day hit,0.0,0.427,0.573,0.7717,1,10
Personalized Family Print,274,Lori,California,It is hung,2020-07-16,13:58:03,4.8,1,hung,0.0,1.0,0.0,0.0,3,13
Personalized Family Print,275,Maya the Canadian,"Francestown, NH","Makes such a unique addition to our family room, where all visitors can see and appreciate it! We were really able to capture each member of the family from the personalization choices provided.",2020-06-17,16:33:50,4.9,1,make unique addition family room visitor see appreciate really able capture member family personalization choice provide,0.0,0.847,0.153,0.4019,2,16
Personalized Family Print,276,Mo,Colorado,Ornamentation in an office.,2020-07-15,10:08:13,5.0,1,ornamentation office,0.0,1.0,0.0,0.0,2,10
Personalized Family Print,277,BEAR,CEDAR RAPIDS IA,My wife thought the personalization was unique.  The concept was unexpected.  She loved the inclusion of the cats.,2020-05-26,18:16:08,5.0,1,wife think personalization unique concept unexpected loved inclusion cat,0.0,0.672,0.328,0.5994,1,18
Personalized Family Print,278,Stl Kat,"St. Louis, Missouri","This gift celebrates the diversity of my sons family, including the dogs!  The design is unique and the quality is super. The family has it proudly displayed in their home. It is whimsy, so don't expect a decorator who goes Victorian or ultra-modern to give it a prominent wall, but for most others, it's quite perfect.",2020-07-21,18:40:43,4.6,1,gift celebrate diversity son family include dog design unique quality super family proudly display home whimsy expect decorator go victorian ultra-modern give prominent wall others quite perfect,0.0,0.507,0.493,0.9657,1,18
Personalized Family Print,279,Book lover,"Hamburg, nj",My parents put it right in the enterance of their house,2020-07-07,12:56:25,4.8,1,parent put right enterance house,0.0,1.0,0.0,0.0,1,12
Personalized Hearts Four-Across Game,280,Swiff,Dallas,"If we ever start to feel tension between each other,  we've vowed to whip out this anniversary gift and play the connect four heart game.  A definite most creative anniversary gift.",2020-05-20,12:23:46,5.0,1,ever start feel tension we've vow whip anniversary gift play connect four heart game definite creative anniversary gift,0.084,0.436,0.48,0.872,2,12
Personalized Hearts Four-Across Game,281,None,TN,"This gift comes unassembled so it makes giving the gift even more fun because, for instance, my Caleb was so intrigued and excited wondering what it was. He quickly figured it out and loved it! we now play it every week or so and it is just SO unique! I put the date we started dating on the bottom. I've known him since I was 10 and he was 11 and we grew up together in a small church. He moved away but we reconnected and have been dating for about 2 years now (17 years after we first met!) Our first date was VERY much anticipated by ya and many others and he took me for a row boat/picnic on a lake. afterwards we went to a coffee shop where we ended up playing connect four. Hence the reason why this gift was SO PERFECT. Sentimental, but fun gifts are my favorite and this one was perfect!!",2020-08-05,14:16:06,5.0,1,gift come unassembled make give gift even fun instance caleb intrigue excited wonder quickly figure love play every week unique put date start date bottom i've know since grow together small church move away reconnected dating year year first meet first date much anticipate ya many others take row boat/picnic lake afterwards go coffee shop end play connect four hence reason gift perfect sentimental fun gift favorite one perfect,0.0,0.565,0.435,0.9908,2,14
Personalized Hearts Four-Across Game,282,Irene,"DFW, Texas",I am excited to give this to my husband and I loved all the customization options. It matches our wedding colors!,2020-06-18,21:01:23,5.0,1,excite give husband love customization option match wed color,0.0,0.49,0.51,0.8074,3,21
Personalized Hearts Four-Across Game,283,Yushi,New York,"-Great build
-The colors of the wood chips are very vibrant
-The crafting is perfect",2020-07-03,14:05:18,4.0,1,"great build
-the color wood chip vibrant
-the crafting perfect",0.0,0.385,0.615,0.9042,4,14
Personalized Hearts Four-Across Game,284,Karen the romantic,"Bethany, CT",Love it so much planning on ordering more for gifts.,2020-07-31,13:03:54,3.0,0,love much plan order gift,0.0,0.297,0.703,0.7964,4,13
Personalized Hearts Four-Across Game,285,None,"Zeeland, MI","It was a gift for my brother and sister-in-law, and they enjoy playing together. It's also very decorative! #sweepstakes",2020-07-07,18:58:08,5.0,1,gift brother sister-in-law enjoy play together also decorative sweepstakes,0.0,0.414,0.586,0.8176,1,18
Personalized Hearts Four-Across Game,286,JDB,"Pittsburgh, PA","We play frequently since I gave it to my wife in early July. When we are not playing, it is on display on a little shelf in our family room. It is functional as a game and looks really nice on display too!",2020-07-14,11:23:59,5.0,1,play frequently since give wife early july play display little shelf family room functional game look really nice display,0.0,0.67,0.33,0.7841,1,11
Personalized Hearts Four-Across Game,287,Sam,"Boston, MA","The customized four-across game is great quality. I am so glad with this purchase, and it makes a nice gift for anyone or a couple that loves games.

I gave it 4 stars because the white and cream pieces are almost identical. I need to pain one to make it easier to distinguish the colors from eachother.",2020-07-22,01:40:13,4.8,1,"customize four-across game great quality glad purchase make nice gift anyone couple love games.

i give star white cream piece almost identical need pain one make easy distinguish color eachother",0.068,0.49,0.443,0.9506,2,1
Personalized Hearts Four-Across Game,288,Zippy,Dallastown PA,She loves it and I can never win,2020-07-07,11:44:04,5.0,1,love never win,0.371,0.121,0.508,0.2796,1,11
Personalized Hearts Four-Across Game,289,HJ,Baltimore,I got this as a mother's day while in quarantine. She loved it and thought it was so cute.,2020-06-18,15:32:58,5.0,1,get mother's day quarantine love thought cute,0.0,0.41,0.59,0.802,3,15
Personalized Picnic Table Wine Carrier,290,Lolo,Batavia IL,The product easily converts from a carrier to a table and will be great for a newlywed couple.,2020-07-16,15:27:55,5.0,1,product easily convert carrier table great newlywed couple,0.0,0.48,0.52,0.7579,3,15
Personalized Picnic Table Wine Carrier,291,Hawley,Los Angeles,The personal touch is fabulous.  The way it doubles as a carrier and table is efficient and stylish.,2020-08-02,00:10:20,5.0,1,personal touch fabulous way double carrier table efficient stylish,0.0,0.53,0.47,0.7351,6,0
Personalized Picnic Table Wine Carrier,292,Rhett,"Greenville, SC",I'm hoping this gives my clients a nostalgic throwback to when picnics were frequent & intimate.,2020-05-08,13:41:57,5.0,1,i'm hop give client nostalgic throwback picnic frequent intimate,0.0,1.0,0.0,0.0,4,13
Personalized Picnic Table Wine Carrier,293,Beth :),"Manassas, VA",This product is perfect for picnics and I absolutely love it!,2020-05-19,16:19:07,5.0,1,product perfect picnic absolutely love,0.0,0.268,0.732,0.8479,1,16
Personalized Picnic Table Wine Carrier,294,Scott,"Kent Island, MD",This product is lightweight and sturdy. It is perfect for bringing drinks and snacks to the beach.,2020-05-23,12:44:11,5.0,1,product lightweight sturdy perfect bring drink snack beach,0.0,0.654,0.346,0.5719,5,12
Personalized Picnic Table Wine Carrier,295,Lizzy,Roanoke IL,#sweepstakes I love this item! Looks perfect as decor but is even more perfect for a picnic!,2020-05-28,12:22:44,5.0,1,sweepstakes love item look perfect decor even perfect picnic,0.0,0.341,0.659,0.9118,3,12
Personalized Picnic Table Wine Carrier,296,Andrew,"Woodbridge, VA","While this item is beautiful and perfect for picnics, I was tremendously disappointed in it when I received it today.  The personalization is nice.  The wood is beautiful.  But the hardware feels cheap and flimsy.  Specifically, the latches that secure the sides of the box.  One was defective and did not latch correctly.  In fact, it's performance is such that I question the usability of this as a tote.  The metal for both latches feels cheap and does not inspire confidence that it will hold up under repeated use.  At this price point, I find that unacceptable.

While the product says no returns, I have reached out to Uncommon Goods because I consider my particular situation to be a defective product.  Even if the latch was not defective, I would be disappointed in this.",2020-06-17,02:16:13,3.0,0,"item beautiful perfect picnic tremendously disappointed receive today personalization nice wood beautiful hardware feel cheap flimsy specifically latch secure side box one defective latch correctly fact performance question usability tote metal latch feel cheap inspire confidence hold repeat use price point find unacceptable.

while product say return reach uncommon good consider particular situation defective product even latch defective would disappoint",0.197,0.497,0.306,0.8722,2,2
Personalized Picnic Table Wine Carrier,297,Amy,Wisconsin,Beautifully made and love how compact it id,2020-07-11,19:26:52,5.0,1,beautifully make love compact id,0.0,0.275,0.725,0.836,5,19
Personalized Picnic Table Wine Carrier,298,Jagma,"Worcester, MA",My daughter and son-in-law love to picnic at the many vineyards in CA so this wonderful table/basket is the perfect gift!!,2020-04-22,15:10:25,5.0,1,daughter son-in-law love picnic many vineyard ca wonderful table/basket perfect gift,0.0,0.326,0.674,0.9382,2,15
Personalized Picnic Table Wine Carrier,299,Sis,Colorado,My sister loved it and she is a difficult one to buy for,2020-07-26,13:05:17,5.0,1,sister love difficult one buy,0.258,0.309,0.433,0.4019,6,13
PhoneSoap Smartphone Sanitizer,300,BD,Texas,I use it daily.,2020-07-16,21:24:06,5.0,1,use daily,0.0,1.0,0.0,0.0,3,21
PhoneSoap Smartphone Sanitizer,301,Mike R,Ky,"I got this a year ago, and after sporadic use for the better part of that time, this is now a basic home entry appliance.  Put your phone in the soap, and wash your hands...!",2020-04-10,21:51:46,5.0,1,get year ago sporadic use well part time basic home entry appliance put phone soap wash hand,0.0,0.739,0.261,0.6486,4,21
PhoneSoap Smartphone Sanitizer,302,Gimble,Everywhere.,"Put phone in, zap all the gross poo particles off it because we all use the phone in the bathroom. Why not just put a UV light in the bathroom though? Great idea though!",2020-01-14,14:57:51,5.0,1,put phone zap gross poo particle use phone bathroom put uv light bathroom though great idea though,0.14,0.676,0.185,0.25,1,14
PhoneSoap Smartphone Sanitizer,303,BD,TX,"Easy, effective and efficient.",2020-01-14,11:29:01,5.0,1,easy effective efficient,0.0,0.0,1.0,0.8316,1,11
PhoneSoap Smartphone Sanitizer,304,MargieM,"Chicago, IL","My household uses this product to clean our phones. I have also used it to clean my FitBit band and am thinking about using it for my electric toothbrush head. Really, anything that can fit in it, it will clean.",2020-01-29,19:09:14,4.7,1,household use product clean phone also use clean fitbit band think use electric toothbrush head really anything fit clean,0.0,0.58,0.42,0.8714,2,19
PhoneSoap Smartphone Sanitizer,305,NaturalEl,"Mount Holly Springs, PA","No need to explain why I purchased PhoneSoap, as our phones are harbingers of germs.  It's very easy to use, only takes 10 minutes.  The light is visible when it comes on, indicating it is working, but it is one of those products wherein you wonder if it is really working.  But, that probably applies to a lot of things.  At any rate, I am glad I got it and would buy it again, because it makes me feel better about a cleaner phone.",2020-02-10,14:49:30,5.0,1,need explain purchase phonesoap phone harbinger germ easy use take minute light visible come indicate work one product wherein wonder really work probably applies lot thing rate glad get would buy make feel well cleaner phone,0.0,0.767,0.233,0.8271,0,14
PhoneSoap Smartphone Sanitizer,306,SeaSawMaria,"Vero Beach, FL",place my phone in it before bedtime...cleans in 10 minutes!,2020-03-19,15:59:32,4.4,1,place phone bedtime...cleans minute,0.0,1.0,0.0,0.0,3,15
PhoneSoap Smartphone Sanitizer,307,Mother Santa,"Columbia, SC",My son thought it was a very unique gift - he said he would have never bought it for himself though -,2019-12-31,19:51:00,5.0,1,son think unique gift say would never buy though,0.0,0.734,0.266,0.4404,1,19
PhoneSoap Smartphone Sanitizer,308,Earthy Barbara,Myrtle Beach SC,"My husband uses the Phone Sanitizer regularly. He loves this gift. So much that he can't wait to not only sanitize his Android phone, he constantly asks  to sanitize my Samsung Smartphone just for fun. It's a neat, techy toy. Thank you Uncommon Goods!",2020-01-17,23:24:19,3.9,1,husband use phone sanitizer regularly love gift much can't wait sanitize android phone constantly ask sanitize samsung smartphone fun neat techy toy thank uncommon good,0.0,0.503,0.497,0.9571,4,23
Pistachio Pedestal,309,Grammy Sammy,"Temecula, Ca.","Obviously perfect for pistachios, but the trough part wold work for crackers and top for sliced cheese too!",2020-06-19,02:21:08,5.0,1,obviously perfect pistachio trough part wold work cracker top slice cheese,0.0,0.621,0.379,0.6705,4,2
Pistachio Pedestal,310,POM,PA,#sweepstakes.  Always eating pistachios at our kitchen island.  Will be awesome with guests.,2020-07-08,14:46:28,5.0,1,sweepstakes always eat pistachio kitchen island awesome guest,0.0,0.631,0.369,0.6249,2,14
Pistachio Pedestal,311,Ed,"Chico, CA","Perfect for coffee table, bar or anywhere in a family room setting.",2020-07-02,22:37:49,4.9,1,perfect coffee table bar anywhere family room setting,0.0,0.654,0.346,0.5719,3,22
Pistachio Pedestal,312,Ellen the gifter,"Boston, MA",Best given with the amazing pistachios on Uncommon Goods.  They are awesome and make a great package together.  He might be addicted to those specific pistachios now.,2020-06-30,13:49:20,4.6,1,best give amazing pistachio uncommon good awesome make great package together might addict specific pistachio,0.0,0.344,0.656,0.9643,1,13
Pistachio Pedestal,313,Jojo,"Erie, P.A.",Perfect for pistachio lovers. No more messes with the shells. Easy to clean.,2020-06-28,00:32:45,5.0,1,perfect pistachio lover mess shell easy clean,0.142,0.114,0.744,0.891,6,0
Pistachio Pedestal,314,Papa,"Fort Mill, SC",This was the perfect Fathers Day gift for the man who has everything. Dad loves pistachios but shells are messy. This serving pedestal provides the perfect serving solution and he loved the thoughtful gift.,2020-06-25,11:35:28,5.0,1,perfect father day gift man everything dad love pistachio shell messy serve pedestal provide perfect serve solution love thoughtful gift,0.062,0.275,0.662,0.975,3,11
Pistachio Pedestal,315,Wife,Tennessee,Entertaining,2020-06-24,12:25:36,5.0,1,entertain,0.0,0.0,1.0,0.3182,2,12
Pistachio Pedestal,316,scz808,"ann arbor, mi",Simple setup. Fill with full shells. Discard empty shells. Easy peasy.,2020-07-10,09:04:28,5.0,1,simple setup fill full shell discard empty shell easy peasy,0.277,0.511,0.212,0.0258,4,9
Pistachio Pedestal,317,Goobiel,"Boston, MA","My dad got this gift for Father's Day and I was lucky enough to see him put it to use. He LOVES it. He used to balance two bowls on the armrest for his nightly pistachio binge but now he doesn't have a care in the world. For him and his girlfriend it is the perfect amount of pistachios and probably another person just grazing (we eat a lot at a time). But putting out for a handful of guests, you may catch yourself having to refill it a few times.",2020-06-23,17:13:50,5.0,1,dad get gift father's day lucky enough see put use love use balance two bowl armrest nightly pistachio binge care world girlfriend perfect amount pistachio probably another person graze eat lot time put handful guest may catch refill time,0.0,0.669,0.331,0.9501,1,17
Pistachio Pedestal,318,Carolyn,Atlanta,This is great for entertaining to have a classy place to put pistachio shells. #sweepstakes,2020-06-21,22:27:50,5.0,1,great entertain classy place put pistachio shell sweepstakes,0.0,0.35,0.65,0.8519,6,22
Rainbow Face Coverings - Set of 2,319,Eva,"Hartford, CT",The designs on this were perfect for my nieces' age groups. I'm still waiting eagerly for mine to come in the mail!,2020-05-23,14:21:00,5.0,1,design perfect niece age group i'm still wait eagerly mine come mail,0.0,0.613,0.387,0.743,5,14
Rainbow Face Coverings - Set of 2,320,None,Pennsylvania,These are great! The patterns make me (and others) smile. The pull-through strap makes them fit tight and comfortably. The design is great. And I love the little message (surprise!) sewn in each one.,2020-06-23,13:00:48,5.0,1,great pattern make others smile pull-through strap make fit tight comfortably design great love little message surprise sew one,0.0,0.353,0.647,0.9683,1,13
Rainbow Face Coverings - Set of 2,321,Eva,"Brooklyn, NY","I find the fabric to be far too stiff and scratchy against my skin and like another reviewer mentioned, there's no contouring so the gaps around the mask render this useless. The straps aren't for me, either. When I'm trying to get out the door, I grab my masks that have just a single elastic loop around the ear for easy and quick access. I don't want to have to spend the additional time adjusting the straps every time I have to go out, only for the mask to feel ill-fitting anyway. Gave 3 stars because the designs are so cute and 100% of profits are for charity.",2020-06-25,16:54:31,5.0,1,find fabric far stiff scratchy skin like another reviewer mention there's contour gap around mask render useless strap either i'm try get door grab mask single elastic loop around ear easy quick access want spend additional time adjust strap every time go mask feel ill-fitting anyway give star design cute profit charity,0.044,0.712,0.244,0.891,3,16
Rainbow Face Coverings - Set of 2,322,Katie,CA,"The masks fit great, are really cute, and some of the proceeds go to hospitals!",2020-06-26,23:00:54,4.0,1,mask fit great really cute proceeds go hospital,0.0,0.336,0.664,0.8718,4,23
Rainbow Face Coverings - Set of 2,323,Grace,New York,Perfect fitting face masks supporting a great cause. Not the best to wear to exercise since the cotton gets really sweaty quickly.,2020-07-08,12:04:55,5.0,1,perfect fit face mask support great cause best wear exercise since cotton get really sweaty quickly,0.0,0.39,0.61,0.9531,2,12
Rainbow Face Coverings - Set of 2,324,Crystal,"Nevada City, Ca.",I love our masks. Well made. Beautiful design. Light cotton fabric. I just wish I had bought the ones with the elastic ear bands instead of the strappy ones  that go around our heads. â¤ï¸🌈🙌,2020-07-08,16:58:17,5.0,1,love mask well make beautiful design light cotton fabric wish buy one elastic ear band instead strappy one go around head â¤ï¸🌈🙌,0.0,0.583,0.417,0.9169,2,16
Rainbow Face Coverings - Set of 2,325,Susan K,"Antioch, CA","These masks are perfect to wear when out walking the dog and then dropping by Starbucks for coffee or if I'm in and out of the car running errands. The ability to keep it around my neck and just pull it up, tighten and tie is absolutely great. The design is so bright and cherry and knowing they were designed by children is a bonus. If they come out with more with a dog theme, you have another customer!!",2020-07-08,23:49:06,5.0,1,mask perfect wear walk dog drop starbucks coffee i'm car run errand ability keep around neck pull tighten tie absolutely great design bright cherry knowing design child bonus come dog theme another customer,0.045,0.585,0.37,0.9428,2,23
Rainbow Face Coverings - Set of 2,326,Eva,"Hartford, CT","The designs on this were perfect for my nieces' age groups. Updated to add that I got mine in the mail, and they are a little stiff but work well for short ventures out of the house. If you have long hair, you kind of have to keep your hair up in a pony tail or bun because otherwise when you tie the straps it could get caught with your hair. 
And I wrote a review before, but didn't put in the #sweepstakes",2020-08-04,12:28:28,3.8,1,"design perfect niece age group update add get mine mail little stiff work well short venture house long hair kind keep hair pony tail bun otherwise tie strap could get caught hair 
and write review put sweepstakes",0.0,0.792,0.208,0.8375,1,12
Rainbow Face Coverings - Set of 2,327,Grandma B.,KY,I just need the directions on how to put the mask on correctly. Thank you!,2020-07-21,15:55:04,5.0,1,need direction put mask correctly thank,0.0,0.667,0.333,0.3612,1,15
Rainbow Face Coverings - Set of 2,328,Mama,"Carrboro, NC","Now that there's a pandemic, I always take a mask with me when I go out - even though I'm always either in my home or outside, I'm on a mission to show everyone I encounter that it's really not a big deal to wear a mask, and - if you choose one with an uplifting theme - it can even lift people's spirits. The designs on these masks do just that - I've heard ""I love that mask!"" from both neighbors & strangers.

I love that this mask is built in a way that makes it super easy to hang around your neck when you don't need it (great when you're in clothes without pockets), and that it ties around your head - making it fully adjustable to any size head. If I could change one thing, I'd use softer material - but that's a minor complaint in an otherwise great product.",2020-07-31,03:45:24,5.0,1,"there's pandemic always take mask go even though i'm always either home outside i'm mission show everyone encounter really big deal wear mask choose one uplifting theme even lift people's spirit design mask i've hear love mask neighbor strangers.

i love mask built way make super easy hang around neck need great clothes without pocket tie around head make fully adjustable size head could change one thing i'd use soft material that's minor complaint otherwise great product",0.023,0.714,0.263,0.9747,4,3
Recycled Metal Ostrich Planter,329,Pam the Awesome,Texas,My mom views it as an art piece for her garden,2020-05-15,14:22:54,4.0,1,mom view art piece garden,0.0,1.0,0.0,0.0,4,14
Recycled Metal Ostrich Planter,330,Nanxy,"Waterford, pa",My mom was thrilled to receive these for Mother's Day and loved the sizes. I bought her the large and medium sizes. Sturdy and well made. She's in love!!,2020-05-14,11:28:35,5.0,1,mom thrill receive mother's day love size buy large medium size sturdy well make love,0.0,0.458,0.542,0.9186,3,11
Recycled Metal Ostrich Planter,331,LeslieS,"Phoenix, AZ","This planter was cute. Although it was smaller than I pictured. But, my dad put a violet in it and is keeping it indoors.",2020-07-08,17:34:48,4.8,1,planter cute although small pictured dad put violet keep indoors,0.0,0.75,0.25,0.4588,2,17
Recycled Metal Ostrich Planter,332,Fred,New Jersey,Use in entrance of home,2020-07-08,09:13:06,4.6,1,use entrance home,0.0,1.0,0.0,0.0,2,9
Recycled Metal Ostrich Planter,333,Linda,"Baxter, MN",Used as a decorative planter,2020-06-25,19:57:32,5.0,1,use decorative planter,0.0,1.0,0.0,0.0,3,19
Recycled Metal Ostrich Planter,334,Angel the SAHDM(dog mom),"Ellicott City, MD",So much fun to look at. #sweepstakes,2020-05-08,20:55:59,5.0,1,much fun look sweepstakes,0.0,0.476,0.524,0.5106,4,20
Recycled Metal Ostrich Planter,335,mel,"Ithaca, NY",My sister has set this on her patio to be with the Sandhill cranes that frequwnt her yard. She absolutely loves it.,2020-05-10,13:34:59,5.0,1,sister set patio sandhill crane frequwnt yard absolutely love,0.0,0.64,0.36,0.6697,6,13
Recycled Metal Ostrich Planter,336,FEEYA,"Charlottesville, VA","Very cute design, could be used as decoration indoor or outdoor.",2020-05-12,19:55:17,5.0,1,cute design could use decoration indoor outdoor,0.0,0.667,0.333,0.4588,1,19
Recycled Metal Ostrich Planter,337,Mma,Dundee MI,Got for my mom but I'd also buy one in the future for myself. Fun addition to indoors or outdoors!,2020-05-22,13:42:15,5.0,1,get mom i'd also buy one future fun addition indoors outdoors,0.0,0.752,0.248,0.5106,4,13
Recycled Metal Ostrich Planter,338,Favorite Kid,"Petersburg,  VA","Mom uses this cute planter to display her succulents, which adds even more funness to it!",2020-05-20,09:33:48,5.0,1,mom use cute planter display succulent add even funness,0.0,0.727,0.273,0.4588,2,9
Repurposed Cotton Sari Robe,339,Sal,"Boca raton, fl",After bath and after pool,2020-07-23,09:55:56,4.4,1,bath pool,0.0,1.0,0.0,0.0,3,9
